Trial,Trial Start Date,Date Collected,Starvation period,Site collected from,Urchin_serial_num,Tank,Size_cm,Notes,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,13,4,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,16,4,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,17,4,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,19,4,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,20,4,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,21,4,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,22,4,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,23,4,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,24,4,4,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,22,1,3.5,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,3,2,3.5,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,9,2,3.5,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,10,2,3.5,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,17,2,3.5,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,18,2,3.5,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,3,3,3.5,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,5,3,3.5,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,24,3,3.5,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,12,4,3.5,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,15,4,3.5,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,2,1,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,3,1,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,4,1,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,7,1,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,8,1,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,10,1,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,12,1,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,14,1,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,15,1,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,16,1,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,17,1,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,23,1,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,1,2,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,7,2,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,14,2,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,20,2,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,6,3,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,8,3,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,11,3,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,14,3,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,15,3,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,18,3,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,1,4,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,14,4,3,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,20,1,2.5,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,24,2,2.5,,,,,
7,7/31/23,7/26/23,5,Ellsworth Cut,21,1,2,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,7,1,5,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,24,3,5,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,2,1,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,3,1,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,5,1,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,11,1,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,12,1,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,19,1,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,20,1,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,8,2,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,9,2,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,12,2,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,1,3,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,5,3,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,6,3,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,7,3,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,14,3,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,17,3,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,20,3,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,23,3,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,1,4,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,4,4,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,14,4,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,16,4,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,19,4,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,23,4,4,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,8,1,3.5,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,9,1,3.5,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,15,1,3.5,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,16,2,3.5,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,11,3,3.5,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,18,3,3.5,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,9,4,3.5,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,10,4,3.5,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,17,4,3.5,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,18,4,3.5,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,24,4,3.5,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,1,1,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,4,1,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,6,1,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,10,1,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,13,1,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,14,1,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,16,1,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,17,1,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,18,1,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,21,1,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,22,1,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,23,1,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,24,1,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,1,2,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,3,2,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,4,2,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,6,2,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,7,2,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,10,2,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,13,2,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,14,2,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,15,2,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,17,2,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,18,2,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,20,2,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,21,2,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,22,2,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,23,2,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,2,3,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,3,3,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,4,3,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,8,3,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,10,3,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,12,3,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,13,3,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,15,3,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,16,3,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,19,3,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,21,3,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,22,3,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,2,4,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,3,4,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,5,4,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,6,4,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,7,4,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,8,4,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,12,4,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,13,4,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,15,4,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,20,4,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,21,4,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,22,4,3,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,2,2,2.5,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,11,2,2.5,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,19,2,2.5,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,11,4,2.5,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,5,2,2,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,24,2,2,,,,,
6,7/27/23,7/24/23,3,Ellsworth Cut,9,3,2,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,5,1,5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,15,3,5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,20,1,4.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,13,2,4.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,19,2,4.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,17,3,4.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,23,3,4.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,24,4,4.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,3,1,4,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,4,1,4,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,7,1,4,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,3,2,4,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,16,2,4,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,24,2,4,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,1,3,4,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,2,3,4,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,4,3,4,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,7,3,4,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,11,3,4,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,22,3,4,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,2,4,4,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,6,4,4,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,13,4,4,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,5,2,3.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,8,2,3.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,12,2,3.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,20,2,3.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,9,3,3.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,20,3,3.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,24,3,3.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,1,4,3.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,3,4,3.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,9,4,3.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,12,4,3.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,20,4,3.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,1,1,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,2,1,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,6,1,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,8,1,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,10,1,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,11,1,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,12,1,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,13,1,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,14,1,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,16,1,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,17,1,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,18,1,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,19,1,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,22,1,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,23,1,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,24,1,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,1,2,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,4,2,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,6,2,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,9,2,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,10,2,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,11,2,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,14,2,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,15,2,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,17,2,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,18,2,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,21,2,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,22,2,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,23,2,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,3,3,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,5,3,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,6,3,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,8,3,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,10,3,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,12,3,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,13,3,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,14,3,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,16,3,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,18,3,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,19,3,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,21,3,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,5,4,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,7,4,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,8,4,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,10,4,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,11,4,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,14,4,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,16,4,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,17,4,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,18,4,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,21,4,3,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,21,1,2.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,2,2,2.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,7,2,2.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,4,4,2.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,15,4,2.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,19,4,2.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,22,4,2.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,23,4,2.5,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,9,1,2,,,,,
5,7/23/23,7/18/23,5,Ellsworth Cut,15,1,2,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,11,1,6,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,1,2,6,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,1,1,5.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,10,3,5.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,24,1,5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,4,2,5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,7,2,5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,20,2,5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,22,2,5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,6,3,5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,24,3,5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,9,4,5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,14,4,5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,6,1,4.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,7,1,4.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,8,1,4.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,12,1,4.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,17,1,4.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,23,1,4.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,8,2,4.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,14,2,4.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,18,2,4.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,15,3,4.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,22,3,4.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,7,4,4.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,17,4,4.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,22,4,4.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,2,1,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,4,1,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,5,1,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,10,1,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,14,1,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,15,1,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,16,1,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,19,1,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,21,1,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,22,1,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,2,2,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,3,2,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,5,2,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,6,2,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,9,2,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,13,2,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,15,2,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,17,2,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,19,2,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,21,2,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,23,2,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,2,3,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,4,3,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,7,3,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,8,3,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,9,3,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,12,3,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,13,3,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,18,3,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,19,3,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,20,3,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,21,3,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,23,3,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,1,4,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,2,4,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,3,4,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,6,4,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,8,4,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,11,4,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,12,4,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,13,4,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,15,4,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,16,4,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,19,4,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,20,4,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,21,4,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,24,4,4,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,10,2,3.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,3,3,3.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,16,3,3.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,4,4,3.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,5,4,3.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,18,4,3.5,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,3,1,3,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,9,1,3,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,13,1,3,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,18,1,3,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,20,1,3,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,11,2,3,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,12,2,3,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,16,2,3,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,24,2,3,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,1,3,3,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,5,3,3,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,11,3,3,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,14,3,3,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,17,3,3,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,10,4,3,,,,,
4,7/19/23,7/14/23,5,Ellsworth Cut,23,4,3,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,1,3,6,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,12,1,5,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,19,2,5,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,11,3,5,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,12,3,5,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,4,4,5,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,7,4,5,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,10,4,5,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,13,4,5,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,14,4,5,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,18,4,5,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,19,4,5,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,10,1,4.5,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,4,2,4.5,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,12,2,4.5,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,1,1,4,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,2,1,4,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,4,1,4,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,5,1,4,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,6,1,4,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,8,1,4,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,9,1,4,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,17,1,4,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,19,1,4,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,20,1,4,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,22,1,4,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,23,1,4,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,24,1,4,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,1,2,4,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,2,2,4,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,3,2,4,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,7,2,4,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,9,2,4,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,10,2,4,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,11,2,4,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,15,2,4,,,,,
3,7/15/23,7/10/23,5,Ellsworth Cut,17,2,4,,,,,
