Date,Day_numrecord,Time,Trial,Treatment,Cline,Cline_seg,Urch_STILL,Urch_MOVING,Urch_WALL,urch_GRAZE,urch_TOUCHKELP,urch_CREVICE,TOTAL_clinesegURCH,Pyc_position,Pyc_moving,Pyc_touching_urch,Pyc_eating_urch,Notes
7/13/23,3_1,9:00,2,Control,1,R,2,0,0,0,0,2,2,0,0,0,0,
7/13/23,3_1,9:00,2,Control,2,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_1,9:00,2,Control,2,R,1,0,0,1,0,0,1,0,0,0,0,
7/13/23,3_1,9:00,2,Control,3,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_1,9:00,2,Control,3,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_1,9:00,2,Control,4,L,3,0,3,0,0,0,3,0,0,0,0,
7/13/23,3_1,9:00,2,Control,4,R,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_1,9:00,2,Control,5,L,5,0,1,1,0,3,5,0,0,0,0,
7/13/23,3_1,9:00,2,Control,5,R,1,0,0,0,0,1,1,0,0,0,0,
7/13/23,3_1,9:00,2,Control,6,L,1,0,0,0,0,1,1,0,0,0,0,
7/13/23,3_1,9:00,2,Control,6,R,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_1,9:00,2,Control,7,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_1,9:00,2,Control,7,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_1,9:00,2,Control,8,L,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_1,9:00,2,Control,8,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_1,9:00,2,Control,9,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_1,9:00,2,Control,9,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_1,9:00,2,Control,10,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_1,9:00,2,Control,10,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_1,9:00,2,Control,11,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_1,9:00,2,Control,11,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_1,9:00,2,Control,12,L,5,0,4,1,0,0,5,0,0,0,0,
7/13/23,3_1,9:00,2,Control,12,R,0,1,1,0,0,0,1,0,0,0,0,
,,,,,,,,,,,,,24,,,,,
7/13/23,3_2,11:30,2,Active 1,1,L ,1,1,2,0,0,0,2,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,1,R,6,0,5,0,0,0,6,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,2,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,2,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,3,L,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,3,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,4,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,4,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,5,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,5,R,3,0,3,0,0,0,3,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,6,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,6,R,4,0,4,0,0,0,4,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,7,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,7,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,8,L,0,1,0,0,0,1,1,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,8,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,9,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,9,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,10,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,10,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,11,L,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,11,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,12,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:30,2,Active 1,12,R,5,0,5,0,0,0,5,1,0,0,0,
,,,,,,,,,,,,,23,,,,,
7/13/23,3_2,11:39,2,Active 2,1,L ,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,1,R,0,0,0,0,0,0,0,1,0,0,0,
7/13/23,3_2,11:39,2,Active 2,2,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,2,R,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,3,L,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,3,R,1,0,0,0,0,1,1,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,4,L,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,4,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,5,L,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,5,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,6,L,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,6,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,7,L,2,0,2,0,0,0,2,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,7,R,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,8,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,8,R,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,9,L,1,0,0,0,0,1,1,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,9,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,10,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,10,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,11,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,11,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,12,L,8,0,8,0,0,0,8,0,0,0,0,
7/13/23,3_2,11:39,2,Active 2,12,R,5,0,4,0,0,1,5,0,0,0,0,
,,,,,,,,,,,,,24,,,,,
7/13/23,3_2,11:46,2,Caged 1,1,L ,2,0,0,0,0,2,2,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,1,R,1,0,0,0,0,1,1,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,2,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,2,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,3,L,2,0,2,0,0,0,2,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,3,R,1,0,0,0,0,1,1,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,4,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,4,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,5,L,0,1,1,0,0,0,1,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,5,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,6,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,6,R,2,0,1,0,0,1,2,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,7,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,7,R,1,1,0,1,0,1,2,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,8,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,8,R,2,0,0,0,0,2,2,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,9,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,9,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,10,L,3,0,2,0,0,1,3,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,10,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,11,L,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,11,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,12,L,2,0,2,0,0,0,2,0,0,0,0,
7/13/23,3_2,11:46,2,Caged 1,12,R,4,1,4,0,0,0,5,0,0,0,0,
,,,,,,,,,,,,,24,,,,,
7/13/23,3_2,11:54,2,Control,1,L ,2,0,2,0,0,0,2,0,0,0,0,
7/13/23,3_2,11:54,2,Control,1,R,2,0,0,0,0,2,2,0,0,0,0,
7/13/23,3_2,11:54,2,Control,2,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:54,2,Control,2,R,1,0,0,1,0,0,1,0,0,0,0,
7/13/23,3_2,11:54,2,Control,3,L,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_2,11:54,2,Control,3,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:54,2,Control,4,L,3,0,3,0,0,0,3,0,0,0,0,
7/13/23,3_2,11:54,2,Control,4,R,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_2,11:54,2,Control,5,L,5,0,2,1,0,2,5,0,0,0,0,
7/13/23,3_2,11:54,2,Control,5,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:54,2,Control,6,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:54,2,Control,6,R,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_2,11:54,2,Control,7,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:54,2,Control,7,R,2,0,1,0,0,1,2,0,0,0,0,
7/13/23,3_2,11:54,2,Control,8,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:54,2,Control,8,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:54,2,Control,9,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:54,2,Control,9,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:54,2,Control,10,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:54,2,Control,10,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:54,2,Control,11,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:54,2,Control,11,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_2,11:54,2,Control,12,L,5,0,5,2,0,0,5,0,0,0,0,
7/13/23,3_2,11:54,2,Control,12,R,1,0,0,1,0,0,1,0,0,0,0,
,,,,,,,,,,,,,24,,,,,
7/13/23,3_3,14:30,2,Active 1,1,L ,2,0,2,0,0,0,2,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,1,R,8,0,7,0,0,0,8,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,2,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,2,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,3,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,3,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,4,L,1,0,0,1,0,0,1,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,4,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,5,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,5,R,3,0,3,0,0,0,3,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,6,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,6,R,3,0,2,0,0,1,3,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,7,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,7,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,8,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,8,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,9,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,9,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,10,L,1,1,0,0,0,1,2,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,10,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,11,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,11,R,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,12,L,2,0,2,0,0,0,2,0,0,0,0,
7/13/23,3_3,14:30,2,Active 1,12,R,2,0,2,0,0,0,2,1,0,0,0,
,,,,,,,,,,,,,24,,,,,
7/12/23,3_3,14:39,2,Active 2,1,L ,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,1,R,1,0,1,0,0,0,1,1,0,0,0,
7/13/23,3_3,14:39,2,Active 2,2,L,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,2,R,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,3,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,3,R,2,0,0,0,0,2,2,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,4,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,4,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,5,L,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,5,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,6,L,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,6,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,7,L,2,0,2,0,0,0,2,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,7,R,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,8,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,8,R,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,9,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,9,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,10,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,10,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,11,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,11,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,12,L,9,1,9,0,0,0,10,0,0,0,0,
7/13/23,3_3,14:39,2,Active 2,12,R,3,0,2,0,0,1,3,0,0,0,0,
,,,,,,,,,,,,,24,,,,,
7/13/23,3_3,14:46,2,Caged 1,1,L ,1,0,0,0,0,1,1,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,1,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,2,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,2,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,3,L,2,0,2,0,0,0,2,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,3,R,1,0,0,0,0,1,1,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,4,L,1,0,0,1,0,0,1,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,4,R,1,0,0,1,0,0,1,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,5,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,5,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,6,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,6,R,2,0,1,0,0,1,2,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,7,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,7,R,1,0,0,0,0,1,1,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,8,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,8,R,4,0,2,0,0,2,4,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,9,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,9,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,10,L,2,0,1,0,0,1,2,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,10,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,11,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,11,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,12,L,5,1,6,0,0,0,6,0,0,0,0,
7/13/23,3_3,14:46,2,Caged 1,12,R,2,0,2,0,0,0,2,0,0,0,0,
,,,,,,,,,,,,,23,,,,,
7/13/23,3_3,14:54,2,Control,1,L ,3,0,3,0,0,0,3,0,0,0,0,
7/13/23,3_3,14:54,2,Control,1,R,2,0,0,0,0,2,2,0,0,0,0,
7/13/23,3_3,14:54,2,Control,2,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:54,2,Control,2,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:54,2,Control,3,L,1,0,0,0,0,1,1,0,0,0,0,
7/13/23,3_3,14:54,2,Control,3,R,0,1,0,0,0,0,1,0,0,0,0,
7/13/23,3_3,14:54,2,Control,4,L,3,0,2,1,0,0,3,0,0,0,0,
7/13/23,3_3,14:54,2,Control,4,R,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_3,14:54,2,Control,5,L,3,0,2,1,0,0,3,0,0,0,0,
7/13/23,3_3,14:54,2,Control,5,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:54,2,Control,6,L,1,0,0,0,0,0,1,0,0,0,0,
7/13/23,3_3,14:54,2,Control,6,R,2,0,1,0,0,1,2,0,0,0,0,
7/13/23,3_3,14:54,2,Control,7,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:54,2,Control,7,R,0,1,0,0,0,0,1,0,0,0,0,
7/13/23,3_3,14:54,2,Control,8,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:54,2,Control,8,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:54,2,Control,9,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:54,2,Control,9,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:54,2,Control,10,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:54,2,Control,10,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:54,2,Control,11,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:54,2,Control,11,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_3,14:54,2,Control,12,L,6,0,6,3,0,0,6,0,0,0,0,
7/13/23,3_3,14:54,2,Control,12,R,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,24,,,,,
7/13/23,3_4,17:26,2,Active 1,1,L ,3,0,3,0,0,0,3,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,1,R,9,0,8,0,0,1,9,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,2,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,2,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,3,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,3,R,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,4,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,4,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,5,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,5,R,2,0,2,0,0,0,2,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,6,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,6,R,3,0,2,0,0,1,3,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,7,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,7,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,8,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,8,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,9,L,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,9,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,10,L,1,0,0,0,0,1,1,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,10,R,2,0,1,0,0,1,2,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,11,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,11,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,12,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:26,2,Active 1,12,R,2,0,2,0,0,0,2,1,0,0,0,
,,,,,,,,,,,,,24,,,,,
7/13/23,3_4,17:30,2,Active 2,1,L ,2,0,2,0,0,0,2,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,1,R,0,0,0,0,0,0,0,1,0,0,0,
7/13/23,3_4,17:30,2,Active 2,2,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,2,R,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,3,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,3,R,1,0,0,0,0,1,1,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,4,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,4,R,1,0,0,1,0,0,1,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,5,L,2,0,1,0,0,1,2,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,5,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,6,L,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,6,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,7,L,2,0,2,0,0,0,2,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,7,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,8,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,8,R,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,9,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,9,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,10,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,10,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,11,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,11,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,12,L,10,0,10,0,0,0,10,0,0,0,0,
7/13/23,3_4,17:30,2,Active 2,12,R,3,0,2,0,0,1,3,0,0,0,0,
,,,,,,,,,,,,,24,,,,,
7/12/23,3_4,17:34,2,Caged 1,1,L ,1,0,0,0,0,1,1,0,0,0,0,
7/13/23,3_4,17:34,2,Caged 1,1,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:34,2,Caged 1,2,L,1,0,0,0,0,1,1,0,0,0,0,
7/13/23,3_4,17:34,2,Caged 1,2,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:34,2,Caged 1,3,L,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_4,17:34,2,Caged 1,3,R,1,0,0,0,0,1,1,0,0,0,0,
7/13/23,3_4,17:34,2,Caged 1,4,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:34,2,Caged 1,4,R,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_4,17:34,2,Caged 1,5,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:34,2,Caged 1,5,R,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_4,17:34,2,Caged 1,6,L,1,0,1,0,0,0,1,0,0,0,0,
7/13/23,3_4,17:34,2,Caged 1,6,R,1,0,0,1,0,0,1,0,0,0,0,
7/13/23,3_4,17:34,2,Caged 1,7,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:34,2,Caged 1,7,R,1,0,0,0,0,1,1,0,0,0,0,
7/13/23,3_4,17:34,2,Caged 1,8,L,1,0,0,0,0,1,1,0,0,0,0,
7/13/23,3_4,17:34,2,Caged 1,8,R,2,0,1,0,0,0,2,0,0,0,0,
7/13/23,3_4,17:34,2,Caged 1,9,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:34,2,Caged 1,9,R,0,1,0,0,0,0,1,0,0,0,0,
7/13/23,3_4,17:34,2,Caged 1,10,L,2,0,0,0,0,2,2,0,0,0,0,
7/13/23,3_4,17:34,2,Caged 1,10,R,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:34,2,Caged 1,11,L,0,0,0,0,0,0,0,0,0,0,0,
7/13/23,3_4,17:34,2,Caged 1,11,R,1,0,0,0,0,1,1,0,0,0,0,
